rodada upp submitted finished preempted notStarted submittedTasks finishedTasks success sumOfJobsMakespan sumOfTasksMakespan finishedCost preemptedCost totalCost costByTask nPeers nMachines instance limit group groupedCloudUser utilization realUtilization goodput badput avTime cost hostname ipaddress simulationDuration simulationDurationF
10 5 59 59 0 0 189084 189084 1.0000 598671 1788048668 10020.9810 0.0000 10020.9810 0.0530 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:05:15.900 315900
10 5 59 59 0 0 189084 189084 1.0000 1917664 7376575492 6150.0610 0.0000 6150.0610 0.0325 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:07:23.549 443549
10 5 15 15 0 0 40795 40795 1.0000 423985 1287915444 458.9610 0.0000 458.9610 0.0113 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:01:51.010 111010
10 5 15 15 0 0 40795 40795 1.0000 162468 340174885 459.3900 0.0000 459.3900 0.0113 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:01:39.576 99576
10 5 15 15 0 0 40795 40795 1.0000 529953 1609805850 365.9240 0.0000 365.9240 0.0090 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:20.828 20828
10 5 15 15 0 0 40795 40795 1.0000 1987645 6372571743 374.4020 0.0000 374.4020 0.0092 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:22.427 22427
10 5 15 15 0 0 40795 40795 1.0000 307234 821069480 395.5640 0.0000 395.5640 0.0097 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:19.401 19401
10 5 15 15 0 0 40795 40795 1.0000 189089 505342146 748.0750 0.0000 748.0750 0.0183 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:18.221 18221
10 5 15 15 0 0 40795 40795 1.0000 124983 261694567 415.1000 0.0000 415.1000 0.0102 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:19.486 19486
10 5 15 15 0 0 40795 40795 1.0000 326166 990781348 756.6900 0.0000 756.6900 0.0185 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:19.736 19736
10 10 131 131 0 0 478335 478335 1.0000 5064679 20485185412 7388.8710 0.0000 7388.8710 0.0154 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:18:22.413 1102413
10 10 131 131 0 0 478335 478335 1.0000 1683787 5280716545 9496.0500 0.0000 9496.0500 0.0199 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:14:48.533 888533
10 10 131 131 0 0 478335 478335 1.0000 6376494 25626946666 17871.6280 0.0000 17871.6280 0.0374 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:18:38.920 1118920
10 10 131 131 0 0 478335 478335 1.0000 25539379 103580442531 16885.2320 0.0000 16885.2320 0.0353 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:17:32.992 1052992
10 10 131 131 0 0 478335 478335 1.0000 3487831 12955667225 22532.4080 0.0000 22532.4080 0.0471 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:19:32.058 1172058
10 10 131 131 0 0 478335 478335 1.0000 2114365 7954880778 23290.4490 0.0000 23290.4490 0.0487 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:15:25.948 925948
10 10 131 131 0 0 478335 478335 1.0000 1293875 4061869594 26405.3160 0.0000 26405.3160 0.0552 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:15:51.348 951348
10 10 131 131 0 0 478335 478335 1.0000 3855302 15740976237 16342.2300 0.0000 16342.2300 0.0342 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:17:31.478 1051478
10 10 68 68 0 0 199244 199244 1.0000 2502070 9500866303 1952.0250 0.0000 1952.0250 0.0098 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:11:25.596 685596
10 10 68 68 0 0 199244 199244 1.0000 778046 2205874195 2637.8468 0.0000 2637.8468 0.0132 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:10:18.908 618908
10 10 68 68 0 0 199244 199244 1.0000 3204020 12100423954 1420.8220 0.0000 1420.8220 0.0071 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:24.256 144256
10 10 68 68 0 0 199244 199244 1.0000 14135798 53488542873 1367.8980 0.0000 1367.8980 0.0069 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:03:08.983 188983
10 10 68 68 0 0 199244 199244 1.0000 1661894 5699038845 1564.8360 0.0000 1564.8360 0.0079 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:26.002 146002
10 10 68 68 0 0 199244 199244 1.0000 980824 3371422325 1684.3870 0.0000 1684.3870 0.0085 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:22.650 142650
10 10 68 68 0 0 199244 199244 1.0000 592817 1685080112 1733.2220 0.0000 1733.2220 0.0087 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:14.960 134960
10 10 68 68 0 0 199244 199244 1.0000 1862313 7113587339 2342.8350 0.0000 2342.8350 0.0118 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:33.516 153516
